GRID_ID,위험도_가중치,위험도_ML,위험도_혼합,안전상태지수,RLPS_YN
다사47b46b,55.32399999999999,68.83397,66.13197681884765,33.86802318115235,1
다사61b57a,65.93699999999998,75.82158,73.84466470947265,26.155335290527347,1
다사46b43a,69.69399999999999,89.600266,85.61901392822266,14.380986071777343,1
다사67b48a,65.134,74.690544,72.77923759155273,27.22076240844727,1
다사57b45b,49.095,73.39729,68.53683447265625,31.463165527343747,1
다사57a43b,60.58299999999999,91.92402,85.65581508789062,14.344184912109384,1
다사53b42a,57.30799999999999,76.01391,72.27272670898437,27.727273291015635,1
다사66b49a,53.229,91.56354,83.8966316040039,16.1033683959961,1
다사66a48b,61.94999999999999,38.524754,43.20980323791503,56.79019676208497,1
다사43a50b,54.261,68.17893,65.39534804077148,34.60465195922852,1
다사61b60b,46.027,88.683174,80.15194083251953,19.84805916748047,1
다사50b46a,63.45799999999999,36.59279,41.965830957031244,58.034169042968756,1
다사57b51a,58.33799999999999,75.27055,71.88404210815429,28.11595789184571,1
다사56a49b,47.983,77.09916,71.27592891845703,28.724071081542974,1
다사48a55b,61.258,74.13422,71.558973046875,28.441026953125004,1
다사50a56b,53.431,95.194824,86.8420609008789,13.157939099121094,0
다사60a57a,58.084999999999994,55.183037,55.76343096923828,44.23656903076172,1
다사60b54a,66.12299999999999,46.70244,50.58654992065429,49.41345007934571,1
다사59b52b,62.94500000000001,32.48206,38.574647201538085,61.425352798461915,0
다사63a60b,55.327,88.61235,81.95528494873047,18.044715051269534,1
다사46b48b,65.786,80.51073,77.56578459472657,22.434215405273434,1
다사59b63a,44.893,90.81744,81.6325535522461,18.367446447753906,1
다사49a53a,63.65099999999999,71.48267,69.91633815307617,30.08366184692383,1
다사38a53b,55.47099999999999,80.57661,75.55548845214844,24.44451154785156,1
다사39b51b,57.05999999999999,31.279314,36.43545085144042,63.56454914855958,0
다사47a47a,58.743999999999986,72.60472,69.83257838134764,30.167421618652355,1
다사46b44a,65.062,92.887344,87.32227548828125,12.67772451171875,1
다사49a51a,58.578999999999986,74.488884,71.30690641479492,28.693093585205077,1
다사42b50a,58.50199999999999,73.4236,70.4392801574707,29.560719842529295,1
다사52a40a,73.2,23.809914,33.68793167114258,66.31206832885742,0
다사67a48a,67.466,94.5978,89.1714455444336,10.828554455566405,1
다사62b51b,59.400999999999996,82.64493,77.99614390869141,22.00385609130859,1
다사55a43b,62.318,75.86287,73.1538961730957,26.846103826904297,0
다사42a51a,68.749,91.65639,87.07491138916015,12.92508861083985,1
다사54b49a,57.06199999999999,92.37844,85.31515573730468,14.684844262695322,1
다사52a50a,65.5,70.726006,69.68080673217773,30.31919326782227,1
다사60b54b,66.999,78.63037,76.304096875,23.695903125,1
다사52a42a,65.424,81.387505,78.1948082397461,21.805191760253905,1
다사58b44a,56.879,62.74367,61.57073865966797,38.42926134033203,1
다사41b47b,58.60199999999999,74.63925,71.4318028930664,28.568197106933596,1
다사57a54b,66.823,78.511765,76.1740139099121,23.825986090087895,1
다사41b49a,62.169,85.59752,80.91181971435546,19.08818028564454,1
다사43b44b,67.333,73.07278,71.92482143554687,28.075178564453125,1
다사67b50a,57.10999999999999,73.65492,70.3459387512207,29.6540612487793,1
다사52a55a,49.434,47.26657,47.70005912475585,52.29994087524415,0
다사59b64a,52.42099999999999,82.42913,76.42750596923828,23.572494030761717,1
다사62b49b,63.678,86.14073,81.64819002685546,18.35180997314454,1
다사50a41b,55.51299999999999,91.94471,84.65837087402343,15.341629125976567,1
다사47a39a,58.964999999999996,85.718346,80.36767651367187,19.632323486328133,1
다사43b50a,59.45799999999999,92.93975,86.24339901123047,13.756600988769534,1
다사66b44a,54.72099999999999,71.96726,68.51801057739257,31.481989422607427,1
다사40b48b,49.489999999999995,69.36945,65.39356350708007,34.606436492919926,1
다사62b57a,65.128,75.46222,73.39537767944336,26.604622320556643,1
다사53b50b,62.038,97.39479,90.32343251953125,9.676567480468748,1
다사48a45b,69.326,79.1879,77.21551890869141,22.784481091308592,1
다사67a48b,62.565,73.99542,71.70933865356444,28.290661346435556,1
다사61a44b,60.60999999999999,68.58607,66.99085452270508,33.00914547729492,1
다사46b47a,62.742,73.58176,71.41380603637695,28.586193963623046,1
다사56b55b,60.403000000000006,67.317215,65.9343712097168,34.0656287902832,1
다사42a48a,65.5,70.726006,69.68080673217773,30.31919326782227,1
다사55a43a,56.313,94.894905,87.17852407226562,12.821475927734383,1
다사57a50b,61.463999999999984,91.49539,85.4891119506836,14.510888049316407,1
다사51a54a,62.201999999999984,82.66174,78.56979453125,21.430205468750003,1
다사61b62b,56.31699999999999,81.772316,76.68125430908202,23.31874569091798,1
다사61a58a,63.504999999999995,82.83183,78.96646478271484,21.033535217285163,1
다사47b50a,53.65,67.17212,64.46769760131835,35.53230239868165,1
다사59a61b,59.589,60.813606,60.56868653564453,39.43131346435547,1
다사64b55b,50.637,87.75756,80.33344705810546,19.666552941894537,1
다사51a42b,52.54699999999999,76.410965,71.6381727355957,28.361827264404297,1
다사65b44b,51.74300000000001,78.78907,73.37985762939454,26.620142370605464,1
다사38a51b,57.39399999999999,31.55883,36.725864590454094,63.274135409545906,0
다사50b42b,53.413,90.3791,82.98587606201171,17.014123937988288,1
다사66b48a,63.495999999999995,65.23646,64.88836702270507,35.11163297729493,1
다사66b44b,61.052,84.05545,79.4547618774414,20.5452381225586,1
다사60a63b,58.84999999999999,82.054596,77.4136767578125,22.586323242187504,1
다사42b50b,57.001,90.77101,84.01701365966797,15.982986340332033,1
다사67a50a,63.86899999999999,80.860886,77.46251307373046,22.537486926269537,1
다사51b42a,68.10099999999998,62.914955,63.95216640014648,36.04783359985352,1
다사58a57b,51.019,92.9539,84.56692103271484,15.433078967285155,1
다사43b45b,62.029999999999994,70.871635,69.10330758666991,30.896692413330086,1
다사43b48a,54.80099999999999,59.635674,58.668738055419915,41.331261944580085,1
다사48a56a,65.289,84.17901,80.40100831298828,19.59899168701172,1
다사51a42b,60.16799999999999,51.720913,53.41033187255859,46.58966812744141,1
다사61a53a,58.85999999999999,80.01754,75.78603045654296,24.21396954345704,0
다사64b56b,64.362,81.09673,77.74978800048828,22.25021199951172,1
다사41b48a,68.41799999999999,92.74058,87.87606673583984,12.123933264160158,1
다사65a45a,57.917999999999985,77.42688,73.5251054321289,26.474894567871104,1
다사43a47b,48.349000000000004,85.92781,78.41204853515625,21.587951464843755,1
다사47a44a,63.33699999999999,90.24457,84.8630558227539,15.136944177246093,1
다사51a50b,57.68799999999999,75.05212,71.57929464111328,28.42070535888672,1
다사43b49a,62.77199999999999,81.065186,77.40654996337891,22.593450036621093,1
다사51b52a,51.951,82.37837,76.29290233154296,23.70709766845704,1
다사62b54a,64.10799999999999,74.97263,72.79970745239257,27.200292547607432,1
다사52b53b,57.519999999999996,76.275406,72.52432470703124,27.47567529296876,0
다사59a43b,50.319,93.07326,84.52241053466797,15.47758946533203,1
다사55b47b,65.49600000000001,61.298203,62.1377627746582,37.8622372253418,1
다사43b51a,63.42999999999999,94.43975,88.23780358886718,11.76219641113282,1
다사57b52b,59.015,90.28078,84.02762463378906,15.97237536621094,1
다사60a49b,56.94599999999999,82.77005,77.6052415649414,22.394758435058606,1
다사51a45b,55.67799999999998,76.19294,72.08995333251953,27.910046667480472,1
다사60a58b,58.653999999999996,63.12635,62.23187955932617,37.76812044067383,1
다사45b44a,67.797,56.703503,58.92220441284179,41.07779558715821,1
다사48a53a,57.753999999999984,86.68793,80.901141796875,19.098858203125005,1
다사60a46a,60.99499999999999,88.7953,83.23524725341797,16.764752746582033,1
다사58b63a,60.534000000000006,74.338196,71.5773581665039,28.4226418334961,1
다사53a56b,46.82999999999999,79.42316,72.90452462768555,27.095475372314453,1
다사59a47a,58.724000000000004,89.737686,83.53495350341797,16.465046496582033,1
다사53a51a,55.088,78.89182,74.13106054077149,25.868939459228514,1
다사50a41a,65.946,73.1192,71.684561328125,28.315438671875,1
다사48a46a,57.59599999999999,79.62114,75.2161108581543,24.783889141845705,1
다사62a48a,64.076,84.22779,80.19743266601562,19.802567333984385,1
다사57b50b,63.80499999999999,83.184555,79.30864556884765,20.691354431152348,1
다사54b52a,64.837,97.387886,90.87770883789062,9.122291162109377,1
다사52a49a,63.624,60.670013,61.2608107421875,38.7391892578125,1
다사45a45a,60.403000000000006,67.317215,65.9343712097168,34.0656287902832,1
다사58a44b,62.688,74.119774,71.83341832885742,28.16658167114258,1
다사60b53a,46.642,78.35041,72.00872836914063,27.991271630859373,1
다사44b44a,55.153999999999996,78.34984,73.71067060546875,26.28932939453125,1
다사63b48b,66.84799999999998,75.560745,73.8181969543457,26.181803045654306,1
다사61b57a,63.387,66.231255,65.66240442504882,34.33759557495118,1
다사61a61a,57.00599999999999,82.26143,77.21034306640624,22.78965693359376,1
다사46b45a,60.60999999999999,68.58607,66.99085452270508,33.00914547729492,1
다사62b63a,66.178,83.42583,79.97626162109374,20.02373837890626,1
다사57a53b,59.754,66.54451,65.1864071472168,34.8135928527832,1
다사69a50b,64.30099999999999,49.58391,52.527329516601554,47.472670483398446,1
다사63a49a,59.681,86.24676,80.93360600585937,19.066393994140626,1
다사54a42a,67.404,82.45478,79.44462904052735,20.555370959472654,1
다사67b47a,55.32399999999999,68.83397,66.13197681884765,33.86802318115235,0
다사43b51a,63.05499999999999,68.78816,67.64152902221679,32.35847097778321,1
다사54a52a,56.323,92.68607,85.41345711669922,14.58654288330078,1
다사55b44a,58.94,81.77685,77.20947827148437,22.79052172851563,1
다사68b43a,49.916999999999994,61.583008,59.24980701293945,40.75019298706055,1
다사60a48b,64.684,83.25759,79.54287147216796,20.45712852783204,1
다사48a58b,57.636999999999986,29.518166,35.14193247070312,64.85806752929687,0
다사62b62a,54.627999999999986,79.395065,74.44165224609374,25.55834775390626,1
다사47a42a,61.83699999999999,72.22032,70.14365656127929,29.856343438720714,1
다사48b58a,61.545,76.77897,73.73217581176758,26.267824188232424,1
다사62a62a,59.108999999999995,91.169136,84.75711036376953,15.242889636230473,1
다사48b53b,66.77,86.949066,82.91325750732422,17.086742492675782,1
다사43a47a,61.79,77.033165,73.98453350830079,26.015466491699215,1
다사55b48a,53.551,96.81603,88.16302745361328,11.836972546386718,1
다사46a46b,60.976,88.73828,83.1858234741211,16.814176525878906,1
다사49b56b,59.91799999999999,85.874985,80.68358931884765,19.316410681152348,1
다사59a60b,47.721,52.627327,51.64606386108398,48.35393613891602,1
다사47a52b,68.26899999999999,72.47667,71.63513468627929,28.364865313720713,1
다사56a56b,66.148,75.8002,73.86976342163085,26.13023657836915,1
다사58a61a,61.907000000000004,80.865166,77.07353104248047,22.926468957519532,1
다사57a49b,58.004,75.38646,71.9099697692871,28.090030230712898,0
다사43a51a,69.08099999999999,83.78412,80.84349797363281,19.156502026367193,1
다사47a48a,62.214999999999996,96.81883,89.89807049560547,10.101929504394533,1
다사42b52a,61.620999999999995,46.231552,49.309440936279294,50.690559063720706,0
다사48a53a,63.189,84.91904,80.57303406982422,19.426965930175783,1
다사45b42b,53.11,72.49198,68.61558749389648,31.384412506103516,1
다사59b65b,52.834,94.73516,86.35493171386719,13.645068286132812,1
다사57b55b,66.39399999999999,73.84751,72.35681055908202,27.64318944091798,1
다사58b61b,61.827999999999996,79.8552,76.24976290283203,23.750237097167968,1
다사55a52a,59.843999999999994,75.25162,72.1700939453125,27.8299060546875,1
다사58a52a,63.78399999999999,89.03521,83.98497230224609,16.015027697753908,1
다사56a48a,59.990999999999985,83.39607,78.71505791015625,21.284942089843753,1
다사46b51b,57.967999999999996,86.181076,80.53846236572265,19.46153763427735,0
다사44b49b,66.40899999999999,89.39544,84.79814979248046,15.201850207519541,1
다사48b59a,64.405,59.964817,60.85285516357422,39.14714483642578,0
다사47a42a,61.596999999999994,91.489204,85.51076810302735,14.489231896972655,1
다사61a49a,63.98599999999999,93.59733,87.67506102294921,12.324938977050792,1
다사48b55a,61.58699999999999,77.011,73.92620279541015,26.07379720458985,1
다사61b49a,61.14799999999999,92.239784,86.02143197021483,13.978568029785166,1
다사42b51b,60.60999999999999,68.58607,66.99085452270508,33.00914547729492,1
다사60a64b,58.16799999999999,76.24986,72.6334893737793,27.366510626220702,1
다사69a44a,62.523,93.93654,87.65383095703125,12.346169042968754,1
다사46a47a,65.13,83.16405,79.55724237060546,20.442757629394535,1
다사60b54a,58.04299999999999,88.415855,82.34128890380859,17.65871109619141,1
다사60b54a,58.04299999999999,88.415855,82.34128890380859,17.65871109619141,1
다사48a57b,51.85300000000001,63.419365,61.106092706298824,38.893907293701176,1
다사64b56b,59.029999999999994,57.183014,57.552410369873044,42.447589630126956,0
다사59a55a,51.588,70.559105,66.76488469848633,33.23511530151367,1
다사60b41b,55.971999999999994,87.554596,81.23807828369141,18.761921716308592,1
다사49b57b,65.49600000000001,61.298203,62.1377627746582,37.8622372253418,0
다사58a58a,62.359,73.56157,71.3210546081543,28.6789453918457,1
다사56b51a,48.799,60.49671,58.15716938476562,41.84283061523438,1
다사58a59b,56.742999999999995,87.96136,81.71768721923827,18.28231278076173,1
다사61a63b,66.975,83.35472,80.07877685546875,19.921223144531254,1
다사47a48a,57.68799999999999,75.05212,71.57929464111328,28.42070535888672,1
다사46a42b,53.11999999999999,67.10266,64.30612890625,35.693871093750005,1
다사50b49a,60.49399999999999,96.723595,89.47767573242187,10.522324267578128,1
다사59a53a,58.652,87.937225,82.08018485107422,17.919815148925778,1
다사48b50b,68.636,90.26183,85.93666502685547,14.063334973144535,1
다사48b58b,72.64699999999998,89.01872,85.74438107910156,14.255618920898442,1
다사40a52b,55.065999999999995,72.67638,69.1543018371582,30.8456981628418,1
다사49b47a,60.60999999999999,68.58607,66.99085452270508,33.00914547729492,1
다사58a43b,51.70300000000001,43.727924,45.322941766357424,54.677058233642576,1
다사42a44a,50.929,71.60768,67.4719442565918,32.5280557434082,1
다사47b46b,58.49799999999999,78.792595,74.73367669067382,25.266323309326182,1
다사45a44a,64.24,78.078804,75.31104321289062,24.688956787109376,1
다사62a52b,57.82499999999999,77.428276,73.50762313842773,26.492376861572268,1
다사41b49a,63.499999999999986,84.042015,79.93361206054686,20.066387939453136,1
다사47b51b,57.35599999999998,36.526863,40.69269085998535,59.30730914001465,1
다사54b52b,52.19599999999999,94.665596,86.17167528076172,13.828324719238282,1
다사64a49a,57.519999999999996,76.275406,72.52432470703124,27.47567529296876,1
다사58a61a,59.43300000000001,69.46949,67.46219204101563,32.537807958984374,1
다사54a43a,63.986000000000004,67.346245,66.67419508666993,33.325804913330074,1
다사41b49a,59.91299999999999,91.15838,84.90930440673827,15.090695593261728,1
다사59b61b,51.78000000000001,63.028217,60.77857308959961,39.22142691040039,1
다사56b53a,65.66,86.58487,82.3998985595703,17.600101440429697,1
다사62b56b,65.965,87.557434,83.23895184326172,16.761048156738283,1
다사49a42b,74.88899999999998,88.63345,85.88456116943358,14.115438830566418,1
다사61a42a,44.81499999999999,37.883575,39.26985997009277,60.73014002990723,0
다사62b51b,60.19599999999999,78.3018,74.6806451599121,25.319354840087897,1
다사57b44a,57.641,35.506447,39.9333570892334,60.0666429107666,0
다사59a62b,60.36099999999999,74.290085,71.50426787109375,28.495732128906255,1
다사43a51b,61.25899999999999,36.200466,41.21217292480468,58.78782707519532,1
다사49a57b,63.624,60.670013,61.2608107421875,38.7391892578125,1
다사66a43b,49.32299999999999,82.655754,75.98920327148437,24.01079672851563,1
다사58b51a,65.203,72.9616,71.40988176879883,28.590118231201174,1
다사49b43b,61.258,74.13422,71.558973046875,28.441026953125004,1
다사63a53a,61.178,66.16258,65.16566515502929,34.83433484497071,1
다사58b55b,67.333,73.07278,71.92482143554687,28.075178564453125,1
다사50a42b,64.076,84.22779,80.19743266601562,19.802567333984385,1
다사63a54a,63.391,82.1184,78.3729250366211,21.627074963378902,1
다사59b47b,57.688999999999986,78.474464,74.31737153320312,25.682628466796885,1
다사46a43b,64.243,71.50219,70.05035170898437,29.949648291015635,1
다사53a41a,54.012,59.332657,58.26852548828125,41.73147451171875,0
다사46a48b,52.674,83.78639,77.56391376953124,22.43608623046876,1
다사50a41b,54.331999999999994,84.57125,78.52340531005859,21.476594689941408,1
다사50a50a,56.855999999999995,95.64735,87.88907567138672,12.11092432861328,1
다사62b56b,57.88199999999999,81.88132,77.08145828857421,22.91854171142579,1
다사50b44b,61.258,74.13422,71.558973046875,28.441026953125004,1
다사53a53a,54.70799999999999,76.26173,71.95098034057617,28.049019659423834,1
다사64a54b,59.46199999999999,53.897953,55.01076242675781,44.98923757324219,1
다사60a61b,63.22399999999999,68.883446,67.75155811767577,32.24844188232423,1
다사48a54b,61.063999999999986,77.32927,74.07621476440428,25.923785235595716,1
다사57a52a,59.602999999999994,83.14194,78.4341498046875,21.565850195312507,1
다사57a52b,65.28899999999999,64.990906,65.05052537231445,34.94947462768555,1
다사46b41b,45.85099999999999,96.018135,85.98470653076171,14.015293469238287,1
다사42b43a,54.46900000000001,72.43061,68.83828852539062,31.161711474609376,1
다사46a49a,64.997,69.290955,68.43216596069335,31.567834039306646,1
다사51b44b,65.19899999999998,77.05309,74.68227512817383,25.317724871826172,1
다사57b45a,55.967999999999996,85.10604,79.27843123779297,20.721568762207028,1
다사45a43a,65.49600000000001,61.298203,62.1377627746582,37.8622372253418,1
다사49b46b,61.86999999999999,71.92763,69.9161028137207,30.0838971862793,1
다사64a50a,55.56999999999998,71.043304,67.94864431762694,32.05135568237306,1
다사59b58a,60.443999999999996,65.92967,64.8325400817871,35.1674599182129,1
다사64a55a,55.92199999999999,93.556526,86.02962247314453,13.970377526855472,1
다사58a45a,68.19099999999999,80.48703,78.0278255493164,21.972174450683596,1
다사56b58b,61.181999999999995,40.191418,44.38953339233398,55.61046660766602,1
다사57a53a,54.65899999999999,78.404274,73.65521918945312,26.34478081054688,1
다사68a48a,47.53699999999999,82.91954,75.84303232421874,24.15696767578126,1
다사60a62a,57.436,67.54767,65.52533552856445,34.474664471435545,1
다사49b42a,53.650999999999996,92.859924,85.0181409790039,14.981859020996097,1
다사47a43b,55.636999999999986,76.84675,72.60479791870117,27.395202081298834,1
다사63b48a,60.49899999999999,79.00532,75.30405415039061,24.695945849609387,1
다사43a47b,58.051999999999985,31.113863,36.501490393066405,63.498509606933595,1
다사46a45b,56.51299999999999,79.32889,74.7657118774414,25.234288122558596,1
다사42b45a,65.493,91.3532,86.18116530761718,13.818834692382822,1
다사58b55a,61.225,84.11939,79.54051696777344,20.459483032226558,1
다사56b45a,62.565999999999995,72.24858,70.31206627197265,29.687933728027346,1
다사53b42b,59.596999999999994,97.62542,90.01973416748046,9.980265832519535,1
다사57a53a,56.47299999999999,86.93912,80.8458924194336,19.154107580566404,1
다사61b51b,54.35199999999999,81.6353,76.17864279785155,23.821357202148448,1
다사46b47a,62.98,83.84273,79.67018060302735,20.329819396972653,1
다사48a52a,58.85999999999999,80.01754,75.78603045654296,24.21396954345704,1
다사42a48a,56.83299999999999,56.098385,56.245307885742186,43.754692114257814,1
다사42a47b,61.477,92.446175,86.25233969726563,13.747660302734374,1
다사49a47a,62.05499999999999,88.330315,83.07525323486328,16.924746765136717,1
다사58b50a,55.48,70.67322,67.63457421875,32.365425781249996,1
다사39b51a,58.08999999999999,71.10693,68.50354763793945,31.496452362060552,1
다사62b57a,56.58399999999999,79.94458,75.2724655883789,24.727534411621093,1
다사54b49a,62.03399999999999,85.33343,80.67354652099608,19.326453479003916,1
다사56b49a,58.855999999999995,54.179657,55.1149271118164,44.8850728881836,1
다사60b45a,63.343999999999994,93.163,87.19920313720702,12.800796862792978,1
다사55a52b,53.254,88.25366,81.2537281616211,18.746271838378902,1
다사48b51b,58.495999999999995,73.50059,70.49967225952147,29.500327740478525,1
다사49a49b,66.80099999999999,71.699135,70.71951015014648,29.280489849853524,1
다사64b46b,48.665000000000006,49.74257,49.5270559387207,50.4729440612793,1
다사40b52a,63.499999999999986,84.042015,79.93361206054686,20.066387939453136,1
다사40b51a,60.452,85.97781,80.8726494506836,19.127350549316404,1
다사43b49a,51.62700000000001,48.82651,49.38661063232422,50.61338936767578,1
다사59b63b,63.553999999999995,77.03035,74.33507902221679,25.66492097778321,1
다사58b51a,63.714,76.77512,74.16290116577149,25.837098834228513,1
다사47a46b,51.525999999999996,90.491486,82.6983884765625,17.3016115234375,1
다사58a45b,54.157999999999994,78.3115,73.48080043945312,26.51919956054688,1
다사66a44b,59.254999999999995,59.975655,59.83152597045898,40.16847402954102,1
다사45b48b,57.88799999999999,85.40083,79.89827108154296,20.10172891845704,1
다사61b48b,54.70399999999999,85.58136,79.405887890625,20.594112109375004,1
다사56b52b,64.888,85.419525,81.31322469482421,18.686775305175786,1
다사56a54a,73.09299999999999,97.18951,92.3702098022461,7.6297901977539055,1
다사63b54a,58.004,75.38646,71.9099697692871,28.090030230712898,1
다사53a53a,54.084,86.8148,80.26863563232422,19.73136436767578,1
다사64a57a,59.19,78.974815,75.01785153198242,24.982148468017584,1
다사47a45a,56.902999999999984,85.43338,79.72730257568358,20.27269742431642,1
다사43b51a,62.56899999999998,64.28082,63.938459729003895,36.061540270996105,0
다사64b55b,60.815999999999995,76.81131,73.61224708862304,26.387752911376964,1
다사50a54b,72.25899999999999,37.51528,44.46402610473632,55.53597389526368,0
다사53a48a,56.289999999999985,70.354935,67.54194699096679,32.45805300903321,1
다사63b50b,55.492,96.40071,88.21896732177734,11.781032678222658,1
다사60b62b,59.016,42.806156,46.048126452636716,53.951873547363284,1
다사57a52b,69.279,74.60229,73.53763135986328,26.462368640136717,1
다사51a50b,63.181999999999995,83.72341,79.61512924804687,20.38487075195313,1
다사66a47a,54.48,61.872227,60.39378366088867,39.60621633911133,0
다사52a52a,67.452,62.459362,63.45789114990234,36.54210885009766,1
다사46a47b,57.63799999999999,79.12625,74.8286025024414,25.1713974975586,1
다사42a44b,59.16599999999998,85.76318,80.4437499267578,19.556250073242197,1
다사46b46a,51.08399999999999,90.69002,82.76881721191405,17.231182788085945,1
다사49a45a,63.90599999999999,85.24937,80.98069340820312,19.019306591796877,1
다사57b59a,58.49799999999999,78.792595,74.73367669067382,25.266323309326182,1
다사50a47a,51.815999999999995,72.05484,68.00707130737304,31.99292869262696,1
다사54b52a,52.257999999999996,89.99063,82.44410793457031,17.55589206542969,1
다사61b44a,52.465999999999994,70.70482,67.0570542175293,32.9429457824707,1
다사49b56b,55.63899999999999,73.548676,69.96673966674804,30.03326033325196,1
다사50b49b,59.358999999999995,85.44673,80.22918372802734,19.770816271972663,1
다사65b45a,49.063,92.593956,83.88776479492188,16.11223520507812,1
다사62b50b,65.782,88.60029,84.03663376464843,15.963366235351572,1
다사61b53a,49.166000000000004,92.05048,83.47358848876954,16.526411511230464,1
다사58a43b,57.742,79.103096,74.83087833251953,25.169121667480468,1
다사52a52a,61.336,86.97846,81.84997130126953,18.150028698730466,1
다사57a43b,58.096999999999994,75.116905,71.71292493286133,28.287075067138673,1
다사63b55a,52.03099999999999,98.53462,89.23389775390625,10.766102246093752,1
다사54b52b,62.40999999999999,76.68967,73.83373416137695,26.166265838623048,1
다사43a44b,58.33799999999999,75.27055,71.88404210815429,28.11595789184571,1
다사57b60b,58.13399999999999,70.85263,68.30890601806641,31.69109398193359,1
다사67b46b,62.19,65.40045,64.75836209106446,35.241637908935544,0
다사58a51b,55.57299999999999,58.151863,57.63609200439453,42.36390799560547,1
다사39b52a,62.524,28.712357,35.47468487243652,64.52531512756349,0
다사58a47a,56.38599999999999,41.315426,44.329541461181634,55.670458538818366,1
다사51b47b,59.49899999999999,82.384125,77.80710285644531,22.19289714355469,1
다사48b55b,64.83699999999999,78.29284,75.60167352905273,24.398326470947268,1
다사46b53a,63.12399999999999,68.07421,67.08416965942382,32.91583034057618,1
